src,target
18 6,4 4 0 8 2 6
7 14,7 14 42 21 28 35
20 5,1 0 0
19 12,12 19
9 9,9
16 6,16 6
7 19,16 3 21 45 37 40 7 19 26
5 13,13 37 45 29 5 21
18 4,24 38 52 4 10 18
7 5,6 7 6 5 5 3 4
2 9,0 9 2 6
18 12,6 6 12 6 18 12
9 13,7 1 1 1 7 1 7 7 1
13 16,16 29 13
13 18,3 4 2 5 4
19 9,1 29 1 19 19 1 29 29 19
9 4,1 9 4
16 19,1 5 0 2 3 4
5 14,9 5 23 27 0
11 11,19 16 11 13 23 25 17 22
16 11,38 27 3 16 21 18 11 15
1 19,1 37 55 73 19
20 5,1
17 20,17
19 20,19 20 39 9
6 15,9
8 14,36 14 8 8 22
11 4,6 8 6 4 4
16 12,4 2 0 3 9 2 5 1 1
20 19,20 18 15
5 10,5 30 35 25 10 15 15 40 45
17 18,7 2 2 0 8
14 12,12 14
1 8,15 1
3 20,71 54 5 20 3 22 37 88
4 18,7 2 8
10 20,2 0 0 1
18 3,18 12 33 12 18
17 2,3 6 7 0 3 7 2 7 4
10 12,12 34 22 6 10
14 7,1 9 8 0
17 1,17
11 12,2 1 0
15 3,15 49 18 39 21 3 9 10
8 9,8 10
11 9,1 7 1 11 3 3
9 13,29 17 41 3 9 33
13 13,5 3 3 1 3 3
20 17,6 0 8 0 4 6 2 4 3
1 10,46 23 1 19 5
14 19,14 24
5 12,46 46 12 17 25 21 17 29 5
12 9,12 9
16 5,6 5 17 39 16 28
3 14,31 14 17 6 48 3 27 29 33
3 17,3 17
3 9,51 33 9 21 27 15 45 39 3
12 7,12 2
7 13,1 4 9 2 3 3 2 1 0
15 16,4 2 0 4
8 11,7 11 8 29 49 28 35 30 19
6 5,2 2 6 5
13 14,17 15 13 16 14
18 11,19 11 18 40 29
6 18,6 42 24 18
7 15,7
16 10,4 4 14 4 14 16 8 8
9 14,37 23 14 9
19 19,8 6 1 3 4 2 7 9 3
14 19,14
13 10,13 10 23 33 6
16 17,17 19 18 16
20 20,20 20 20 20 20
5 8,5 11
11 20,6 33 15 11 10 29
8 9,25 19 22 16 20 10 8 13 14
4 1,5 4 5 6 7 7 8 6
16 6,16 26 4 16
17 20,2 8 6 4 4 3 0 0
6 14,5 6 4 6 5 8
9 9,6 9 9 0
17 19,3 3 1 9 3 3 1 1 7
5 4,3 4 5
16 9,9 34 9 25 16 43
19 12,19
9 1,9 9 7 17 7
17 9,15 23 1 1 17 1 23 15
19 18,0 9 0 3 1 8
19 20,3 8
14 19,6 9 0 4 5 5
11 3,2 1 2 3 1
11 13,15 11
19 10,19
9 19,19 9
5 13,19 1 17 21 45 43 3 5
6 4,14 10 4 0 6 24 38 12
1 5,6 5 6 7
1 18,1 1 8
5 20,0 5
9 12,9 15
13 5,18 41 23 13 5
11 14,17 20 11 14
10 12,12 10 14
8 15,23 11 49 15 8 38
10 15,4 4 3 0 5
12 17,2 42 12 37 22
5 19,39 5 25 17 33
1 3,6 3 1 3 1 3 0 1 0
11 5,16 3 8 45 5 37 48 21 11
6 15,1 1 6 5
6 12,12 18 6 42 36 30 24
8 13,13 34 8 21 5
5 6,5
18 11,10 17 3 11 24 18 4
16 16,16 22 21 18
18 20,28 18 22
17 16,11 15 17 12
16 6,16
3 18,1 8 3 1
18 11,4 17 17 10 10 4 4 18
16 17,4 6 7
16 11,1 6
20 7,0 1 6 4
2 10,0 2 4
9 17,7 7 9 1 5
13 2,9 2 13 20 31
18 18,3 4 4 2 2 2 2 4 4
4 18,22 32 38 8 4 16 24
12 4,0 2 3 4 0 4 3
11 18,11 25
15 7,15 1 22 29 7 30
4 14,74 44 14 84 54 64 24 34 4
18 18,18 23 26 35 30 24 29 32 20
12 4,12 4
4 5,6 4 9
5 13,21 3 19 17 1 45 5 41 43
13 8,29 8 13 29 0 21 29
6 12,7 2 2 7 2 7 7
3 3,9 9
11 18,8 1 9 1
7 15,21 43 3 45 7 23 19 5 47
16 3,9 8 5 4
7 6,2 5 2 1 1 2 7 1 1
15 4,15 40 18 7 29 4
20 12,2 0 4
7 3,7 3
1 3,6 1 3 3 1 0
12 17,22 37 12
19 9,19 15 36 37 17 2 9 19 28
15 17,25 21 23 19 29 27 31 15 17
11 5,31 13 7 19 11 5 25 1
12 6,16 42 24 18 6 12
9 14,10 11 4 47 9 7 37 23 14
18 12,6 18 6 12 6
16 10,1 6
15 8,4 8 15 31 23
10 17,1 7
1 8,36 28 35 1 15 43 7
10 14,2 0 6 1 5 1 4 7 3
4 1,17 2 1 14 8 20 5 4 11
1 4,6 5 4 7 6 5
5 10,10 5
17 18,18 17
16 19,16 31 22 34
20 2,2 0 2 0
4 20,9 0 2 2 0 8 1 1 3
20 11,2 20 2 25 25 16
17 15,32 47 15 17
16 5,16 16 6 6 27 27
6 6,2 6 6 6 6 6 2 2 2
3 20,6 6 6 0 0
9 14,23 10 14 9 37
6 18,30 42 54 18 6
12 9,13 30 21 45 12 32 1 9 31
18 8,8 12 2 18
8 7,7 8 6 4 3 5 2 1
9 11,7 1 5 9 3 2 2
1 9,1
18 6,1 0 8 0 8 0
14 18,14
3 17,37 44 20 1 3 45 17 7
19 11,1 2 3 1 9
1 8,8 9 1
3 16,3 16
7 16,3 2 4 3 7 6 4
20 2,0 2
13 7,13 16 45 7 21 20 24 27 47
2 11,2 2
16 17,16 22 30 21 28 24 27 18
16 5,8
7 15,7 3 3 5 1 1
18 19,18
7 8,7
4 12,2 3 3 1 1 4 4
11 4,27 11 19 3 34 15 4 40 37
7 15,23 47 39 55 7 15 31 63
1 18,1 18
16 7,1 2 2 1
14 9,1
4 3,3 2 1 0 4
19 12,3 2 8 9 2 0 4
20 13,4 6 7 3 0
14 2,3 2 3 4 4 1 1 3
12 6,6 6 0 2
19 13,6 9 2 4 5 1 3
18 14,2
15 17,2 5 5 5
3 8,3
10 1,1 8 17 10
12 7,8 4 8 4 8 4
6 12,28 36 6 22 18 4 42
7 5,3
15 2,3
9 15,3 1 3 5 3 5 3 5
1 11,12 8 35 11 23 1
18 20,4 20 46 8 4 0 38 18 4
3 10,10 45 24 31 3 17 38
14 15,2 0 3 2 4 1 5
17 15,7 3 5 4
6 18,6 42 18 30
18 15,5 1 2 8
13 12,12 13
15 12,15 12
15 12,12 0 15 9 3 6 3
17 9,1 17 9
3 3,9 9
16 13,16 13
7 7,1 9 4 0 5 6
13 11,3 9 1 3 3 13
11 17,0 8 7 9 1 2
11 13,3 1 5 1
11 19,28 29 19 30 11 7 49
16 5,6 27 16
10 14,26 10 18 22 34 30 14
13 14,4 3
9 16,16 23 9 37 30
1 16,1 2 6 7
11 17,1 7
14 13,14
4 15,1 8 7 2 6 9 3 0 0
10 11,2 1 2 0 1 3 1
7 17,3 9 1 1 1 0 2
12 15,18 12
12 11,34 12 11 23
7 10,10 16 7 13
6 5,1 5 3 2 6 4
1 14,2 5 4 1
10 10,1 0 1 1 0
18 12,1 6 2 1
1 5,17 45 6 5 11 28 23 1
20 11,11 20 23 42 31
4 5,9 4 5
19 4,41 56 71 19 26 86 1 11 4
7 16,16 7 52 34 25 61 43
13 1,14 15 29 44 1 23 13
17 7,17 3
17 5,5 17
15 16,5 6
11 17,1 2 2 7 1 0 0
19 8,3 1 5 6 2
7 20,5 4 1 0
13 19,7 5 6 8 4 2
4 1,8 2 4 1 11 5
1 11,3 1 7 1 1 7 3 1 1
10 2,4 0 2 2 0
14 3,3 4
9 20,0 1 8 8 0 8 0 8 0
11 9,11
13 2,3 2 6
3 9,7 2 7 2 2 2 7 7
6 1,6 6 6 6 6 6 6 6
1 8,8 1 29 22 15
8 1,1 8 6
2 12,2 22 12
18 10,8 0 8 8 1 0
19 12,19
15 19,15 19
2 16,18 2 16
8 7,0 6 8 7 5 9
2 9,51 9 16 23 44 2 30 37
17 1,1 7 2
6 5,27 6 11 16 5
10 14,1 4 5 0 1
10 17,0
20 18,8 16 20 10
6 1,7 6 8 1
20 6,0 6
10 9,8 10 0 4 1 2 5
19 16,4 1 1 5 19 13 4 5
1 9,9 10 1
4 5,4 23 14 37 9 5 10
4 7,13 7 22 4 16 19 25 10
4 20,4
11 18,25 17 38 11 3 46
11 1,1 1
19 16,19 16
11 3,19 11 11 5 19 19 5 5 11
18 8,8
9 4,1 1 8 9 8 4 3 2
3 12,25 7 48 21 3
15 4,26 15 7
15 7,15 33 41 7 25 1 9 17
6 15,0 7 43 6 43 21 15 36 43
9 12,9
15 14,15 14 13
16 5,5 6 17 16 28 50 39
9 4,9 4
11 7,5 11 1 7 9 3
15 6,15 3 21 6 12
19 16,13 5 5 1 4 1 4 19
3 8,4 2 4 2 2 4 2
8 6,6 8 2 1
16 13,0 8 1 2
11 8,8 8 0 0
15 4,6 5 0 4 5 1 1
6 15,24 6 15
7 20,7 33 20
13 19,9 3 0
10 17,3 0 7 2 8 1 1 9 0
3 14,4 2 2 2 4 2 4 4
18 17,8
7 5,46 17 12 5 29 7
18 1,2 5 4 8 0 1 1 5 6
9 11,11 9 21 15 19 13 17
14 1,38 1 14 90 64 25 77 12 51
5 19,9 5
3 6,6 3
11 6,14 9 14 1 11 1 9 1 14
18 8,12 52 18 42 8 32 2 22
10 13,2 0 1 6 4 1 5 3
14 3,4 2 5 3 3 4
8 18,8 18
11 19,0 2 2 9
15 4,5 4
12 16,1 1 2 0 1 6 2
13 13,13
15 7,23 15 23 1 1 15 15
1 8,2 1 1 8 4 2
20 3,65 3 31 14 82 99 48 20
20 13,13 20
12 20,36 20 12 34 32 2
4 17,4
16 14,2 2 3 4 5
16 3,29 10 16 29 16 10 29 10 16
11 13,24 11 13 16 48 9 37 11 7
12 6,12 18 0 12
9 3,9
16 16,2
4 6,10 6 12 4 8
11 3,3 5 13 21 11
8 15,0 8 5 1 3
18 8,18 26 10 34 4 2 8 48 44
16 14,8 14 6 12 16 4 2 10
18 11,1 8 9
2 11,2 4 1
12 12,4 0 2 2 2
9 10,9 9 0 0 9 0 0 9 9
4 20,4 20
12 5,6 0 0 0 6 6
7 6,2 7 1 5 2 1 1 1
14 13,9 14 12 8
12 14,2 0 2 4 2
7 20,59 46 7 72 33 20
11 17,47 29 35 23 41 11 17
13 2,13 2 15 17
17 17,9 8 2
1 19,1 45 49 37 3 17 41 9
13 2,7 6 4 5 9 6 3 8 2
19 2,1 0 9 8 6 3 5 4
15 1,1 5 1 5 1 1 5
1 14,40 1 27 14
17 18,20 19 18 17
20 16,3 2
15 19,5 9 5 1
20 19,3 0 3 4 9
7 14,7
14 11,6 7 4 8 9 1 5
15 1,13 13 15 29 15 29 15
13 11,13 11 24 35
16 9,16 9 34 25
10 4,2 4 2 0 0
8 11,28 29 19 11 7 30 8 49
20 6,20 8 22 6
9 14,3 9 2 3 4
20 10,10 40 20 10 30 30 20 40
18 17,12 10 18 13 16 7 6 4
15 8,15 13 13 1 20 20 1 1
4 4,4 8 4
6 13,12 20 48 6 41
1 14,1 4 2 1
6 5,0 4 5 6 1 2 3
9 20,28 20 49 29 9
4 18,38 32 4 24
6 5,4 6 0 2 1 0 1
16 19,19 16 35
3 9,9 3
15 7,0 0 5 1
8 6,4 8 6 0 8 2 0
12 16,36 12 16 44 24 28 20 40 32
8 19,40 29 24 8 30 13 12 46
9 13,1 9 3 3
15 12,3 3 3 6 15 9 0
15 9,3 3 9 15 15 27 9 33 21
2 4,5 2 6 4 1 6 4 5
13 10,13 10 7
5 5,15 15 40 5 5 5 25 10
12 4,12 42 4 36 20 6 16
12 13,23 20 12 14 17 18
13 11,3 1
16 19,16 19 4 35
19 17,36 3 17 19
6 16,6 6 2 2 2
14 6,6 2 10 26 14 18
6 9,0 9 6
19 4,19
19 11,19 30 41 11
3 5,5 8 34 13 21 3 5
1 6,1
5 6,6 5
19 9,21 19 9 41 11 1 31
12 8,12 4 8
4 4,4 4 4 4 4 4 4 4 4
2 4,12 36 2 24 18 14 26 30 6
11 20,11 29 6
5 7,5 5 3 7 7
15 12,12 15 16 39 27
12 3,2 3 3 3 2 3 0 0 2
16 17,18 16 22 21
5 1,1 1 8 5 7 6 8
10 9,1 0 9 0
15 17,2 5 5 5 5 5 5
4 17,19 4 30
15 1,69 15 1 27 55 41 13
3 4,20 5 3 9 17 8 14 15 11
12 19,4 39 26 12 47 18
2 16,2 6
5 11,5 1
18 10,18 10 2
7 13,7 8 0 8 4 3 2
17 20,0 0 3 4 2 4 7 0
5 9,2 5 1 9
15 7,5 1 3 7 1 3 3
20 19,19 18 16 17 15 20
2 11,2 20
12 12,12 24 12
14 13,17 24 27 7 13 40 14
17 13,13 17
7 12,31 12 31 31 0 19 12 7
12 17,12 22
19 4,19
10 3,10 17 10 4
16 6,6 2 2 2 6 2 2 2 2
4 17,8 7 9 6
6 5,2 6 2 5
13 2,2 6 3
17 10,1
15 16,28 47 31 28 31 3 15 16 25
14 6,6 10 26 14 2 18
20 12,4 20 28 12 4 20 36 12
19 16,0 0 9 0 0 0 6 0 0
5 8,5 21 8 34 13 39 5
17 11,5 17
7 14,4 7
12 16,24 32 20 28 12 40 36 16
7 20,33 7 20
4 13,13 17 4
19 5,5 6 9 1 0
18 15,48 33 15 10 31 29 18 39 49
1 17,1 17
6 16,22 38 14 6 48 8 6 10 16
8 13,6 4 0 2 1
7 20,24 27 7 47 21 20
12 10,4 22 36 32 10 12
14 6,10 2 14 6
4 11,39 4 18
13 16,19 29 45 24 13 16
5 16,0 8 2 2 0
18 14,8 4 2
2 7,2 9 7 16
7 18,43 18 7 25 18
14 19,29 19 24 14
15 1,33 33 33 0 16 17 1 15
4 19,4 34 19
13 8,13 8
2 5,11 5 2 8 17 14
11 8,8 1 1 2
12 15,27 12 19 11 15 42 30
10 6,6 10
12 5,17 39 22 12 5
9 6,6 9
13 12,7 5 11 8 13
13 12,13
11 15,7 1 0 1 6 8 2 9 5
10 2,6 14 2 10
10 8,8
2 2,6 4 8 8 6
14 16,2
16 1,6 2 1 5
6 9,4 4 5 5 5
17 3,9 43 16 20 23 17 34 25 3
7 12,27 22 17 42 12 37 32 7
19 4,4 41 19 26 11
19 15,7 5 3 1 19 7 11 3 5
19 16,35 19 36 1 16
12 7,6 0 7 3 7 2
10 11,10 11
6 17,27 28 38 6 22 11 44
1 10,23 19 46 1 5
19 2,32 19 2 15
5 19,19 5
2 19,40 37 2 4 36 6 39 41 38
7 10,10 17 7
11 18,0 3 1 9 1 8
9 9,6 6 5 9 2 9 0 2
3 16,6 3
11 1,3 1 1 3
19 3,22 25 3 19 19 47 22
6 17,6 40 17 23
4 10,0 4 6 8 2 3 7 1 5
9 10,9 10
9 16,44 9 23 30 58 16 51 37
4 15,6 5 4
8 4,0 8
10 9,10 9
16 12,16 28 12
17 7,17 3 27
3 20,37 38 3
4 10,5 6 4 2 1 0
2 4,2
6 7,3 33 6 20 13 36 7 39
9 1,3 21 11 10 9 32 1
3 2,2 7 3 0
16 9,19 16 2 12
4 4,4 4 4 4 4 4 4 4
8 12,8 12
5 4,5 4
2 11,2
17 4,35 22 4 48 61 17 9
19 18,4 3 2 5 6 3
12 19,2 2 8 2
13 20,3 39 20 25 36 33 14 39 13
6 4,0 4 2 2 6
1 2,6 1 5 2 4 3
14 12,14 16 12 2 14 26 38
16 18,7 3 5 0 6 7 8 4 8
13 17,13 17 30
4 2,2 4 0
10 9,9 10 19
6 12,24 30 18 6 12 36
8 19,9 7 2 6 8 4 7 8
3 7,2
14 14,16 14
14 17,4
2 4,2 0 0 8
9 14,39 49 19 24 34 9 44 14 29
17 14,9 2 3 0 5 7 8 2
20 7,1 11 27 6 7 34 20 45
2 15,2 28
8 15,8 23 15
16 7,3 5 2 3 2 1 4 1 4
10 7,7 0 1 2 9 8
12 12,36 24 12 12
1 2,3 2 3 4
8 7,3 0 6 2 8 2 3 0 3
8 7,6 8
10 10,2 0 1 1 1 0
4 5,37 4 23 9 5 14
4 7,10 4 13 7 22 19 16
16 17,18 16 17 20 19
18 11,2 0 1 1 8
4 10,0 5 4 1
10 14,0
5 10,5 1 1 2 1 0 0
17 11,17 28 11
3 8,11 19 49 8 3 30
18 16,34 18 34 20 18 0 34 16 2
18 8,1 4 4 4 4 4
12 5,12 5
12 11,12
17 6,23 29 17 6
4 3,4
13 11,3 9 13 3 1 3
10 19,27 10 29 48 19
7 1,1 7 1
4 5,3 1 0 4 2
7 2,2 7
9 11,9 9 9 9 9 9 9 9 9
2 14,0 2 4 3 0 4
11 2,5 2 1 3 2
8 16,8
10 11,10
8 2,2 8 10 4 16
19 14,9 4
2 6,22 0 10 26 2 46 20 8 34
4 2,4 8 2
8 1,8
3 14,4
12 1,12 13 9 27 14 18 1 41
16 11,8 1 6
5 17,0 9 5 4 2 7 8 1
8 9,15 14 16 8 10 13 12 9 11
10 2,10
10 3,3 6 0 0 3 6 6
6 4,4 6 2 2 2
17 15,5 9 5 9 7 2 7
12 7,26 45 7 16 19 21 12
2 12,0 1 2 1 2 0 2 1
8 14,8 20
13 6,8 8 0 9 7 9
1 3,3 4 5 4
11 19,1 27 11 25 9
12 16,32 36 44 12 20
19 9,19 9
16 9,9 16 25
10 4,16 16 10 10 2 2 2 10 16
14 15,16 15 14
3 17,5 5 1 1 5
16 6,26 4 4 4 26 16 26 16 16
16 16,5 2 6
16 20,2 2 0 6 0 2 0
13 17,30 25 13 27 17 24 1 47
20 17,36 37 41 31 20 45 4 17
11 20,10 6 33 15 29 11
2 12,12 14 2
16 13,0 3 3 6
16 12,8 16 4 8 0 4 12
2 18,5 3 6 7 8 9 0
13 15,14 21 13 28 43 15 35
13 10,13 7 2
9 1,7 23 39 31 15 55 47 9 1
9 15,15 9
13 16,37 31 28 13 19 46
4 7,13 16 10 7 4
4 11,38 10 31 4 39 18 46
14 16,2 2 4 4 6
1 2,1 5 0 2
6 7,2 4
1 14,15 14 1
18 3,18 33 18 12 18 12 12 33
18 3,21 18 24 3
14 12,1
15 14,4 9 13 10 7 15
8 13,8 33 18
14 20,8 4 8 2 0 4 3
15 14,14 11 9 10 15 12 13
9 4,17 4 9 47 1 30 13 27 24
14 11,8 1 2 14
17 14,0 5 8 3 2 2 7
19 14,1 19 9 6 6 9 1
8 14,4 8
12 19,12 26 4 47 18
7 9,19 7 11 17 23 29
15 20,0 0 0 3 0
13 2,2
4 14,4 14 24 4 34 14 24
13 4,5 3 4
13 14,8 2 0 3 9 1
6 2,10 6 14 22 6 2 2 18
14 2,10 14 14 26 26 10
17 4,4 0 2 7 2 1
19 1,1 0 2 9
20 2,2 0 0 2 0 2
19 7,9 7
14 18,30 18 38 14 34 22 26
6 4,4 6 2
10 19,19 10
19 11,0 2 9
18 14,1 4 2 4 1 8 2 4
10 18,0 8 1
8 2,2 8 0
17 16,15 17 16
12 1,1 2 2 2 1 2 1 1
14 14,14 42 12 28 26 20 14 44 32
8 11,17 8 20 11 14
3 11,1 3 0 2 2
9 12,9 15 12 18
7 3,1 5 3 7
8 19,7 4 2 1 5
18 9,8
20 17,41 37 45 20 4 17
4 19,4 2 9
20 8,1
12 1,12
18 14,5 2
17 15,13 15 17
10 6,0
6 4,2 2 6 4 2 2 4
18 14,32 14 26 46 28 18 24 2
12 12,0 0 4 2 4 4 2 2
16 10,14 2 10 4 16 8
16 18,34 36 2 18 16
7 1,1 7
20 15,35 35 15 20 20 35 0
19 20,24 21 27 19 25
9 7,3 9 1 2 1 3 7 3 4
9 16,9 44 23
13 4,5
19 1,20 1 19 21 41
16 5,6 16
11 8,8 1
14 2,2 4 8 0
19 10,1 19
9 19,7 1 1 7 7 1
19 8,8 19
19 10,17 1 10 26 19 8
17 3,8 3 8 4 4 7 7 0 2
1 7,8 8 7
7 1,7 5
17 1,17 33 15 17 33 15 17
14 10,2 4 6 0 1 4 8
1 13,13 1
13 6,36 29 8 13 1 22 15 6
10 1,10 19 8 10
17 1,0 1 5 5 7 2 1 1
19 2,19 2 15 32
16 18,16
15 2,2 15
14 7,14 7 7 0
4 18,22 18 4
5 10,30 5 25 10 20 15
6 11,17 11 6
14 12,2 10 14 2 4 4 2 2
18 20,38 46 4 18 8 20
14 4,4 14
17 1,1
12 3,3 0 2
14 15,4 2 5
20 2,16 20 20 38
1 1,1 9 6 7 12 3
9 1,9 9 9 9 9
19 20,24 21 30 19 25 27 31
9 11,1 7 5 9 7 3 2 2
3 1,1 3 1 3 5 1 3 5
3 9,9 3
2 16,44 86 16 0 58 14 72 30 2
9 1,1 39 23 7 47 15 31 9
18 3,5 4
8 10,18 8 12 32 36 20 30 42 24
8 16,1 8 4 2
16 2,18 20 2 46 4 38 16 8
10 18,28 46 10 18
10 14,0
17 3,4 7 2 3 8 8 0
15 15,15 15 15 15 15 15 15
14 10,42 10 42 42 14 34 8 0 24
15 14,15
11 14,3 11 14 39 14 25
1 14,27 1
8 4,1 3 2 5 9 4 7 8 6
6 7,7 7 5 2 2 6 6
9 5,9
17 13,3 1 7 4 2 1 3 3
3 2,5 2 12 7 19 3
7 4,7 8 5 8 1 1 5
16 20,6 0 2 2 0
4 3,7 17 3 4 10 27 44
16 19,3 1 5 4 0
15 11,1 15 5 1 7 5 7
17 19,29 21 41 17 39 33 27
7 16,16 7 23 39
1 14,4 7 2 4 5 1 6 3
15 12,15
6 15,6
16 5,21 5 16
12 2,22 12 8 8 22 12
2 18,38 20 2 18 46 8
8 2,4 8 8 8 4 14 14 4
3 10,38 3 22 17 30 45 9 1 37
9 3,9
11 8,27 46 19 42 23 8 19 11
9 18,1 6
20 9,20
4 4,0 4 4
14 12,0 1 8 6 8 0
17 1,17 15
12 5,12 11 39 11 5 11 0 17 22
19 14,6 7 7 6 8 8 2
6 6,2 6 6 2 6
9 19,19 39 29 9 19 9
7 13,9 0 2 1 1
1 6,11 21 6 1 16 26 31
17 12,3 18 12 23 2 13 7 8 17
3 13,3
7 10,7 13
1 19,45 37 49 1 17 41 9
6 2,1 2
5 8,47 6 11 41 5 29 20 23 38
10 10,10
4 8,0 4 8 4 4 0 4 4 0
12 11,4 1 3 4 2 2
7 7,8 9 6 4 1 2 7 5 0
2 15,2
20 11,2 2 0
19 7,5 31 31 19 19 31 5 5 19
7 9,11 7 9 13
7 11,7 31 15 1 27 39
10 4,0 4 18 32 14 10
12 20,6 20 2 36 34 12 20 32 26
13 6,13 1
5 1,3 7 7 5 9 1 1 9 3
19 4,11 34 19 11 34 34 19 11 19
1 6,1
4 5,4 5 9
14 6,22 14 2
8 4,12 16 8 28 4
8 20,8
20 15,0 35 20 15 35 20 5 25 35
16 6,9
5 8,4
11 20,20 13 11 33 32 15 48 1 31
20 17,20 14
19 14,14 19 9
10 11,1 0 2 1 3 2 3 4 1
11 1,3 1 3 1
11 1,11
3 10,0 0 3 0 3 3 3
10 3,10 17 4
5 6,3
20 3,2 0 0 6 8
7 8,8 7
11 3,7 7 5 9 9 3 3 5
10 14,4 1 0 6 7 5 1 2
17 1,79 95 47 17 31 1 15 63
19 14,0 5 1 9 6 4
18 20,26 24 28 20 30 22 18
20 7,20
2 11,2 2
3 3,3 6 24 9 39 3 15 13
5 13,5 29 21 53 69 61 37 13 45
15 16,4 0 0 0 4 4 2
16 3,16
8 14,30 6 10 20 24 44 8 38 42
18 19,4 3
6 20,20 26 6
15 18,7 2 0
10 12,10 40 12 46 36 6 34 22
4 18,16 88 46 4 32 60 18 74 2
4 11,25 53 4 39 32 46 11 18
10 20,10 10 20 40 30
19 5,5 8 7 9 2 1 0 6 3
7 12,17 27 12 22 7 32
1 10,9 5 0 46 23 1 19
17 10,0 7 1
7 16,25 52 16 43 79 70 34 7 61
12 18,24 12 42
17 18,3 35 18 17
6 11,36 31 11 16 46 6 16
18 1,18
2 20,18 0 38 42 10 8 2 46 4
12 2,2 4
18 19,37 19 18 6
6 11,1 6
15 10,0 5 3 5 5 4 4
4 17,10 4 47 32 8 36 30 19
1 1,3 3 2 4 2 1
1 20,10 29 15 3 1 39 46
8 5,4
15 5,5 15 45 25 20 20
13 7,7 0 5 5 1 3 8
13 17,13
7 8,8 7
16 16,2 5 6
7 5,5 3 7 3 5 1 1
9 3,9 9 3 3 15
15 3,15 9 27 15
6 17,35 19 13 40 23 6 16 17 3
8 16,4 2 6 4 8 2 0 4
15 1,13 1 27 15
17 11,7 8 1
4 2,0 2 4
16 3,16 22 13 21 41 3 19 4 17
20 5,0 4 5 5 0 3 5 4
7 19,7 43 19 31
2 12,2
14 16,14 16
1 17,8 9 1 3 2 7
10 20,2 0 1 0
14 9,4 9 14
19 1,0 2 1 1 2 9 5 3 4
10 13,16 28 10 22 13 19 25 31
2 14,6 46 26 34 48 12 24 2 20
5 19,19 5
5 15,55 5 35 25 45 15
7 9,7 9
10 18,1 9 1 8 0
1 6,1 6 1
12 5,12
10 4,2 16 16 10 10 2 2 10
3 14,19 25 41 3 8
5 14,2 1 7 0 9
8 2,4 4 0 0 2 2 2 8 4
4 5,6 9 4 10
15 3,15 9
3 2,3
4 10,4 2 1 0 0 2 2
11 19,19 49 28 30 11 29
18 12,2 8 2
11 17,11 17
6 4,6 10 4
14 4,18 4 14
14 6,14 10 34 2 42 26 18 50 6
4 19,42 1 29 4 7 23 19 22 15
12 6,0 2 6
17 8,55 17 1 19 28 10 8 37 46
8 17,26 3 8
1 5,9 33 21 1 25 5 17 29 13
9 2,5 9 16 5 9 16 5 16 9
6 19,1 1
7 2,3 7 12 7 3 12 3 7
13 4,17 38 13 21 4
9 3,9 3
6 12,24 6 30 18 12
7 11,29 7 18 11
5 1,1 7 9 5 7 9
11 17,1
9 12,9
2 1,0 2 3 2 3 0 2
6 19,4 4 1 1 4 1 1
11 16,6 1
6 13,20 6 13 48 34 27 41
5 10,25 5 15 10 5 40 15
16 1,8 4 7 1 2 3 6
20 8,20 8
8 7,15 8 7
18 19,3
7 9,7 11
14 2,46 14 10 58 2 22 34
1 4,7 1 16 10 4 13
17 7,17 3 7
10 6,2 2 6 10 10 10 6
13 7,23 17 5 11 35 13 29 7 1
16 9,34 2 9 9 43 25 16
13 15,1 9
6 4,2 2 4 4 6 2
15 4,5 5 4
5 12,0 6
19 11,21 33 28 45 41 30 11 19 12
7 3,11 7 1 7 1 11
12 9,31 12 30 1 21 9
3 15,3
6 1,4 9 1 6
15 13,11 1 1 3 5 5 5 15 3
13 12,1 6 7 6 5
15 13,1 9 5 9 5 9
13 8,13
10 7,0 7
1 2,2 3
5 20,20 35 45 25 15 5 20
1 16,2 1 8 3 6 7 4
14 2,18 36 2 16 2 14 38 34
10 6,10 6
10 9,10
16 17,4 6 7 2 7 3
15 16,2 4
12 15,8 0 8 0 8 8 1 0
9 2,9
8 10,8
15 16,16 18 17 19 20 15
2 20,0 2 46 18 4 10 38 42
15 3,9 27 15 15
16 18,34 18 16
6 20,2 0 1
7 14,1 1 2 0 2 0 4 2 7
4 9,4 9 14
17 17,9 2 0 4 3 1 8 2
20 16,0 6 0
4 2,8 6 4 2
19 18,7 3 4 4 3 6 5 2
1 9,1 9
16 16,16 16 16 16 16 16 16
13 16,13
7 14,35 42 21 28 14 56 7 63 49
17 4,9 30 17 17
4 8,0 0 4 4 4 8 0 4
17 8,17 8
2 1,4 6 0 8 2 6 8 4
16 7,16 7 2
8 12,12 16 32 28 8 20 24
7 1,5 5 13 7 7 13
4 3,2 1 0 4 1 2
10 7,10 4 2 4 2 5 5
17 16,2 2 4 9 1 7
17 6,17 6
19 12,41 12 19 43 31 24 17
13 14,14 13
15 2,15 28 28 11 15 15 11
13 15,29 13 23 37 35 17 25
1 8,15 43 36 1 7
1 2,1 12 6 3 9 13 7
15 9,15
7 18,40 29 18 7 51 62
20 18,20 12 10 16 14 18
2 17,2 36 37 41 46 17 5 19 33
19 17,19 17
2 8,32 2 20 14 26 8
1 12,3 2 3 2 1
18 14,2
3 4,11 7 3 47 4 18 29
5 13,8 5 6
14 9,6 11 4 14
16 19,22 19 16 34 25 28 31
